destinasi,review,sentiment,text_cleaned,sent_num
Orchid Forest Cikole,"Recomeded banget dehh, dengan harga yang terjangkau kita bisa dapat fasilitas yang banyak dan juga pelayanan yang sangat memuaskan. Semoga makin banyak fasilitas yang bisa dikembangkan. Baik spot foto ataupun spot edukasinya",Positive,recomeded banget deh harga terjangkau fasilitas pelayanan memuaskan semoga fasilitas dikembangkan spot foto spot edukasinya,1.0
Orchid Forest Cikole,"Instragramable banget coy, hawanya sejuk kadang2 turun kabut. Jalan dari loket tiket ke lokasi wisata agak rusak tp is oke. Banyak spot2 foto. Toiletnya jg unik. Biar lebih puas datang sore hari karena lampu2 baru dinyalakan menambah keindahan.",Negative,instragramable banget coy hawanya sejuk kadang turun kabut jalan loket tiket lokasi wisata rusak is oke spot foto toiletnya unik biar puas sore lampu dinyalakan menambah keindahan,0.0
Orchid Forest Cikole,"Untuk pecinta selfie atau groupie oke aja.
Biaya masuk Rp 30.000,- per orang
Mobil Rp 30.000,-
Parkir Mobil Rp 10.000,-

Disediakan shuttle di pintu keluar terakhir, jadi ga perlu capek jalan kaki lagi untuk sampai parkiran mobil.

Untuk makanan di sekitar lokasi juga sangat terjangkau.
Favoritku udah pasti Indomie donk ð",Positive,pecinta selfie groupie oke biaya masuk rp orang mobil rp parkir mobil rp disediakan shuttle pintu capek jalan kaki parkiran mobil makanan lokasi terjangkau favoritku indomie ð,1.0
Orchid Forest Cikole,"Hallo Jakarta, kota indah dengan berbagai fasilitas lengkap yang bisa digunakan dengan mudah, kota tempat kami mencari sesuap nasi dan rumah DP 0 rupiah, Love you Jakarta, tapi hari ini kami ber4 akan berpisah sementara denganmu menuju kota yang sama indahnya denganmu, kota yang selalu punya magnet yang kuat untuk menarik kami kembali. Dengan rasa suka dan bersyukur melewati indahnya jalan ibukota, dengan pemandangan super moon yang mengintip di celah - celah beton-beton tinggi berselimutkan kaca warna warni, Bye Jakarta tunggu kami kembali.Kota yang sama indahnya dengan mu,  menyambut kami dengan ""hangatnya"" udara dingin, masuk melalui celah celah kaca mobil yang sengaja kami buka, karena ini hal pertama yang akan kami lakukan ke kota ini. Indahnya malam ini ditutup dengan enaknya hidangan ""imah seniman"". Pagi cerah, sedikit kabut dan embun membangunkan kami pagi ini, ditemani teh hangat dan roti panggang memandang indahnya ciptaan Tuhan. Hari ini kami bergegas ke tempat yang begitu kami nantikan, tempat yang katanya sangat sejuk, kokoh dan rindangnya pohon pinus dan keindahan lainnya.  Disambut dengan hangat/ramahnya penunggu toilet, dengan bahasa sunda yang terdengar sangat ramah kami memulai perjalanan ditempat ini. Ternyata benar apa yang dibicarakan sebagian orang tentang tempat ini. Bunga warna warni nan indah memanjakan mata kami,  udara yang sangat sejuk membuat hidung kami kembang kempis, bisikan angin membuat daun daun seolah saling berbicara membuat telinga kami tenang,  tempat yang memberikan kami banyak ilmu baru, tempat yang membuat kami bersyukur Tuhan ijinkan kami ketempat ini. Terimakasih Orchid Forest CIkole, terimakasih Bandung, Kami akan selalu merindukan kalian.",Positive,halo jakarta kota indah fasilitas lengkap mudah kota mencari sesuap nasi rumah dp rupiah love you jakarta ber berpisah denganmu kota indahnya denganmu kota magnet kuat menarik suka bersyukur melewati indahnya jalan ibukota pemandangan super moon mengintip celah celah beton beton berselimutkan kaca warna warni bye jakarta tunggu kota indahnya mu menyambut hangatnya udara dingin masuk celah celah kaca mobil sengaja buka lakukan kota indahnya malam ditutup enaknya hidangan imah seniman pagi cerah kabut embun membangunkan pagi ditemani teh hangat roti panggang memandang indahnya ciptaan tuhan bergegas nantikan sejuk kokoh rindangnya pohon pinus keindahan disambut hangat ramahnya penunggu toilet bahasa sunda terdengar ramah perjalanan ditempat dibicarakan orang bunga warna warni nan indah memanjakan mata udara sejuk hidung kembang kempis bisikan angin daun daun berbicara telinga tenang ilmu bersyukur tuhan ijinkan ketempat terimakasih orchid forest cikole terimakasih bandung merindukan,1.0
Orchid Forest Cikole,"Orchid Forest Cikole, First impressionnya (Takjub) karena mindset ku ke sini bisa refreshing dari kebisingan kota.

Ambience : karena ini ada dilembang (cikole) jadi ya sejuk, buat kalian yang mau kesini mending bawa atau pake sweater ya biar ga masuk angin. Enak sih sejuk dan ga banyak polusi jadi enak

Facility : Toilet oke cuma kurang wangi aja. Luas banget ini tamannya, yang bikin sengsara adalah pas naik itu gak dikasih fasilitas mobil buat nanjak. itu buat gue cape. emang sih tujuannya buat jalan jalan dari liat liat. pas turun sih oke aja, tapi pas naik ituloh harusnya ada mobil buat antar customernya. ADA SIH tapi buat orang tua doang.. manajemennya mikir juga ya emang cuma orang tua yang cape gak kuat jalan. tolong lebih realitis.

Price : Gue lupa harga berapa tapi dibawah 50.000 tapi worth it kok buat bikin foto foto instagram..",Negative,orchid forest cikole first impressionnya takjub mindset ku refreshing kebisingan kota ambience dilembang cikole ya sejuk kesini mending bawa pakai sweater ya biar masuk angin enak sejuk polusi enak facility toilet oke kurang wangi luas banget tamannya bikin sengsara pas dikasih fasilitas mobil nanjak gue capek tujuannya jalan jalan lihat lihat pas turun oke pas ituloh mobil customernya orang tua doang manajemennya mikir ya orang tua capek kuat jalan tolong realitis price gue lupa harga dibawah worth bikin foto foto instagram,0.0
Orchid Forest Cikole,"Tempatnya nyaman untuk foto2 dan menikmati dinginya daerah cikole lembang, banyak spot2 foto instagramable dan aestetik ala ala. Cocok bagi keluarga besar, jalan2 sama temen ataupun pacar. namun dalam keadaan kontur jalan yg menurun mungkin akan susah bagi temen2 disabilitas yg memakai kursi roda. Mungkin untuk kedepanya bisa lebih ditingkatkan lagi jalan2 untuk temen2 disabilitas. :D",Negative,tempatnya nyaman foto menikmati dinginya daerah cikole lembang spot foto instagramable aestetik ala ala cocok keluarga jalan teman pacar kontur jalan menurun susah teman disabilitas memakai kursi roda kedepanya ditingkatkan jalan teman disabilitas,0.0
Orchid Forest Cikole,"Banyak spot foto , keren , sejuk , bersih . Cocok buat liburan ...",Positive,spot foto keren sejuk bersih cocok liburan,1.0
Orchid Forest Cikole,"Tempatnya bagus, luas dan rapi tertata. Banyak tempat untuk foto yang pastinya ""Instagramable"" Buat jdi post/feed. Harga tiket masuk hanya 35k (4 juli 2019). Saran saya lebih bagus untuk ketempat itu pada saat malam karena lampu"" Hiasnya sangat bagus untuk foto.",Positive,tempatnya bagus luas rapi tertata foto pastinya instagramable post feed harga tiket masuk juli saran bagus ketempat malam lampu hiasnya bagus foto,1.0
Orchid Forest Cikole,"Orchid Forest Lembang disebut-sebut sebagai taman anggrek terbesar di Indonesia. Namun, banyak pengunjung dan sukarelawan Lalala Fest yang mengeluhkan venue tersebut dijadikan sebagai tempat konser. Pasalnya, pengunjung harus berjalan sekitar tiga kilometer dengan trek menanjak.
Ekowisata yang baru setahun lebih dibuka ini bagai paket lengkap. Pemandangan alam asri dengan udara sejuk, instalasi sarana yang aesthethic, berbagai spot foto yang Instagramable, serta fasilitas dan sub destinasi yang beragam.
Di sisi lain, Orchid Forest terkenal dengan keindahannya. Terdapat lebih dari 157 jenis bunga anggrek yang dibudidayakan dalam lahan seluas 12 hektare ini. Bibit anggrek berasal dari berbagai negara, seperti Venezuela, Amerika Serikat, hingga Peru.",Positive,orchid forest lembang taman anggrek terbesar indonesia pengunjung sukarelawan lalala fest mengeluhkan venue dijadikan konser pasalnya pengunjung berjalan kilometer trek menanjak ekowisata setahun dibuka paket lengkap pemandangan alam asri udara sejuk instalasi sarana aesthethic spot foto instagramable fasilitas sub destinasi beragam sisi orchid forest terkenal keindahannya jenis bunga anggrek dibudidayakan lahan seluas hektare bibit anggrek berasal negara venezuela amerika serikat peru,1.0
Orchid Forest Cikole,"Kunjungan saya di sabtu tgl 1 september 2018. Jam 10.30. Cuaca cukup bersahabat.. Tp tetap payung harus siap sedia. Tiket masuk perorang 35k. Tempatnya cukup bersih dan lengkap. Toilet dan mushola sangat mudah di temui. Masuk di area atas.. Kita dpt menyusui sepanjang pedestrian di area ini. Kedai pizza dapat di temui tidak jauh dr pintu masuk..

Area selanjutnya di sisi kanan ada Cafe jg dan area teater yg kali ini di sulap untuk acara resepsi pernikahan sore nanti.

Selepas area teater ada rumah kelinci.. Anak2 sangat senang di area ini. Sementara mereka ka bermain.. Kami numpang istirahat di 1 saung yg ada di dekatnya

Tidak jauh dr area ini ada food courd dengan banyak pilihan.

Selanjutnya ada area jembatan gantung da. Flying fox. Untuk menggunakan fasilitas ini.. Kita harus beli tiket lg.

Secara keseluruhan tempatnya bersih dan nyaman. Jalannya menurun.. Jadi tidak capek sepanjang perjalanan. Di akhir perjalanan kita tukarkan tiket kunjungan dengan air mineral..

Tidak perlu khawatir balik k atas jika anda parkir di atas.. Karena ada shutle cara yang akan mengantarkan anda dr pintu keluar ini ke area parkir kendaraan anda..

Oiya di depan dekat area parkir.. Ada bakso cuangky yg enak dan cukup murah. Hanya 15k perporsi..

Selamat berjalan-jalan

Sabtu.. 1 september 2018.",Positive,kunjungan sabtu tanggal september jam cuaca bersahabat payung sedia tiket masuk perorang tempatnya bersih lengkap toilet mushola mudah temui masuk area menyusui pedestrian area kedai pizza temui tidak pintu masuk area sisi kanan cafe area teater kali sulap acara resepsi pernikahan sore selepas area teater rumah kelinci anak senang area kak bermain numpang istirahat saung dekatnya tidak area food courd pilihan area jembatan gantung dah flying fox fasilitas beli tiket tempatnya bersih nyaman jalannya menurun tidak capek perjalanan perjalanan tukarkan tiket kunjungan air mineral tidak khawatir parkir shutle mengantarkan pintu area parkir kendaraan oiya area parkir bakso cuangky enak murah perporsi selamat berjalan jalan sabtu september,1.0
Orchid Forest Cikole,Tempat wisata menyenangkan untuk keluarga banyak spot foto yang indah dan keren2. Recommended banget. Waktu kesana weekdays jadi untuk foto2 lebih leluasa ga terlalu keganggu yang lain atau antri. Pokok nya keren dan patut di coba kalau yang blm pernah kesana.,Positive,wisata menyenangkan keluarga spot foto indah keren recommended banget kesana weekdays foto leluasa keganggu antri pokok keren patut coba kesana,1.0
Orchid Forest Cikole,"Masih in development tempatnya mungkin baru terlihat 100% potensinya 2 tahunan lagi. Konsep tempat bagus dan sangat menonjolkan keindahan alam di hutan. Namun beberapa spot foto yang bagus kurang terawat, apalagi maaf kata anak kecil disana merusak beberapa fasilitas dan terlihat dibiarkan saja oleh orang tuanya karena tidak ada larangan atau pantauan dari petugas disana. Ketika menuju malam hari juga masih sangat kurang lampu disana untuk dijadikan tempat nongkrong di malam hari. Tapi namanya juga masih dalam tahap pembangunan. Tempat ini punya potensi luar biasa, semoga saja tidak berakhir seperti kampung gajah yang kehilangan tema dan jati diri.",Negative,development tempatnya potensinya tahunan konsep bagus menonjolkan keindahan alam hutan spot foto bagus kurang terawat maaf anak disana merusak fasilitas dibiarkan orang tuanya tidak larangan pantauan petugas disana malam kurang lampu disana dijadikan nongkrong malam namanya tahap pembangunan potensi semoga tidak kampung gajah kehilangan tema jati,0.0
Orchid Forest Cikole,"Buat yang suka wisata alam terbuka tempat ini cocok sekali. Areanya luas, asri, dan syahdu. Sejuk walau siang hari. Ada cafe dan toko sovenir di dalamnya.

Untuk penggemar anggrek tempat ini sesuai banget.! Apalagi buat ibu-ibu atau para perempuan yang suka foto2 di kembang2, tempat ini bagus banget.

Banyak area yang infonya bisa dan biasa disewakan untuk pre-wed, outdoor wedding dan event lainnya.",Positive,suka wisata alam terbuka cocok areanya luas asri syahdu sejuk siang cafe toko sovenir dalamnya penggemar anggrek sesuai banget perempuan suka foto kembang bagus banget area infonya disewakan pre wed outdoor wedding event,1.0
Orchid Forest Cikole,"Beautifull place ðºðº
Pengalaman kedua dtg kesini , tp rasanya kayak baru pertama

Protokol kesehatan nya sangat baik, banyak pegawai yg standby mengingatkan pengunjung pakai masker dan menunjukan arah di beberapa spot yg biasa ramai oleh pengunjung untuk berfoto..

Disini juga ada jual anggrek dan berbagai macam kaktus dan sekulen yg bisa dibilang murceeee dibanding di luaran..

Yg agak sedih cuma jalanan menuju tempat ini berbatu banget, untuk yg naik beat atau matik berasa banget pasti gradak gruduknya ð,
Setahun yg lalu masih mulus loh, smoga di aspal lagi ya ð",Negative,beautifull place ð ºð º pengalaman kesini kayak protokol kesehatan pegawai standby pengunjung pakai masker menunjukan arah spot ramai pengunjung berfoto jual anggrek kaktus sekulen dibilang murceeee dibanding luaran sedih jalanan berbatu banget beat matik berasa banget gradak gruduknya ð setahun mulus loh semoga aspal ya ð,0.0
Orchid Forest Cikole,"Tempatnya sangat bagus untuk wisata bersama keluarga.. kabut dingin,  lampu2, jembatan kayu, anggrek, pinus, dan udara segar dapat dinikmati dimaree..",Positive,tempatnya bagus wisata keluarga kabut dingin lampu jembatan kayu anggrek pinus udara segar dinikmati dimaree,1.0
Orchid Forest Cikole,View nya bagus dan aestetik untuk foto2,Positive,view bagus aestetik foto,1.0
Orchid Forest Cikole,"Tempat ny keren, cuma jalan akses menuju k pintu gerbang dan parkiran nya masih berdebu dan harus di perbaiki. Banyak spot2 foto yg keren. Di saran kan pakai sepatu olahraga biar kaki ny kuat,karena kko mau sepatu high hill mah bakal lecet deh. Semoga next time sudah ada perbaikan yg lebih baik lg untuk tempat wisata ini.",Negative,keren jalan akses pintu gerbang parkiran berdebu perbaiki spot foto keren saran pakai sepatu olahraga biar kaki kuat kko sepatu high hill mah lecet deh semoga next time perbaikan wisata,0.0
Orchid Forest Cikole,"Luas bangett, banyak sekali spot foto unik,bisa utk piknik bareng teman/keluarga..",Positive,luas banget spot foto unik piknik bareng teman keluarga,1.0
Orchid Forest Cikole,"Lokasi wisatanya yang sangat sejuk, di dalam lokasi wisata sudah tersedia outlate souvenir, cafe, warung, Taman Bunga Angrek dan masih ada lagi.",Positive,lokasi wisatanya sejuk lokasi wisata tersedia outlate souvenir cafe warung taman bunga angrek,1.0
Orchid Forest Cikole,Suasananya sangat sejuk dan cocok untuk berbagai kalangan. Bagi yang memakai kursi roda atau stroller juga sangat aman karena jalannya dibuat halus namun harus diperhatikan ketika jalanan naik ataupun turun. Tempatnya sangat luas untuk dijelajahi. Jangan lupa bawa air minum agar tidak dehidrasi.,Positive,suasananya sejuk cocok kalangan memakai kursi roda stroller aman jalannya halus diperhatikan jalanan turun tempatnya luas dijelajahi jangan lupa bawa air minum tidak dehidrasi,1.0
Orchid Forest Cikole,"Bagus dan nyaman. Tempat ini adalah salah satu wisata di cikole. Bagi orang yang tinggal di jakarta tempat ini sangat bagus untuk memperbaiki sirkulasi udara di tubuh. Tempatnya ini asri dan indah serta harga tiket murah
Disini juga terdapat banyak toilet dengan 2 macam bentuk. Ada yg jongkok dan duduk. Jd jangan khawatir untuk wanita hamil dan lansia. Toilet nya juga bersih loh
Mushola juga banyak. Hampir ada di setiap sudutnya.
Kalau kamu sudah sampai di bawah (tmpt terakhir)  dan kamu males untuk jalan ke atas karna tempat yang mendaki kamj bisa menumpang angkot gratis untuk ke area parkir. Enak kan?",Positive,bagus nyaman salah wisata cikole orang tinggal jakarta bagus memperbaiki sirkulasi udara tubuh tempatnya asri indah harga tiket murah toilet bentuk jongkok duduk jangan khawatir wanita hamil lansia toilet bersih loh mushola sudutnya malas jalan mendaki kamj menumpang angkot gratis area parkir enak,1.0
Orchid Forest Cikole,"Tempat wisata yang bersih, sejuk, asri, bagus banget buat foto foto.. banyak spot foto nya!!
Tiket masuk 40rb/orang, mobil 10rb, motor gatau berapa..

Tersedia shuttle juga buat balik ke parkiran, jd gausah takut cape.. ð",Positive,wisata bersih sejuk asri bagus banget foto foto spot foto tiket masuk ribu orang mobil ribu motor enggak tau tersedia shuttle parkiran enggak usah takut capek ð,1.0
Orchid Forest Cikole,Beruntung bgt kesini pas kabut lagi tebel. Pemandangannya jd lebih bagus. Buat foto oke. Tp sayang lumayan pegel utk menyusuri keseluruhannya.,Positive,beruntung banget kesini pas kabut tebal pemandangannya bagus foto oke sayang lumayan pegel menyusuri,1.0
Orchid Forest Cikole,"Tempat nya cocok banget buat liburan keluarga, sahabat, pacar, gebetan, semuanyaaaa.. Dari anak kecil sampe orang tua jg sangat cocok disini. Sambil diiringi dengan udara yang segar, cocok banget deh buat kalian yang suka foto2 sekalian menikmati alam ..ðððð â¦",Positive,cocok banget liburan keluarga sahabat pacar gebetan anak orang tua cocok diiringi udara segar cocok banget deh suka foto menikmati alam ð ð ð ð â,1.0
Orchid Forest Cikole,"Tempat paling hits di bandung tepat nya di lembang..
Uang masuk 1 motor 75rb sudah termasuk parkir. .. Kalo mau naik ke jembatan gantung bayar 20rb per orang..
Banyak spot bagus buat selfie.. Spot nya instagramable banget.. Pegawai nya ramah2.. Kalo mau kembali ke parkiran kita di tawarin naik shuttle gratis.. Pas di ujung sebelum naik shuttle tiket nya ditukerin dulu sama air mineral..",Positive,hits bandung lembang uang masuk motor ribu parkir kalo jembatan gantung bayar ribu orang spot bagus selfie spot instagramable banget pegawai ramah kalo parkiran tawarin shuttle gratis pas ujung shuttle tiket ditukerin air mineral,1.0
Orchid Forest Cikole,"Tempat liburan keluarg yg mengasikkan. Khususnya tuk anak kota yg haus hiburan alam. Htm yg terjangkau, petugas ramah,  area yg instagramable, didukung dg kebersihan area wisata didalamnya. Bikin anak-anak betah. Ohya kalau musim hujan, jgn lupa membawa topi/payung/jas hujan.

Tuk masukan manajemen, baiknya semua htm yg berada didlm area hutan diinfokan didepan pintu masuk. Agar kami yg baru pertama x datang kesana mengetahui ada wahana apa saja beserta biayanya. Boleh juga bisa lgsg dibayar didepan, jadi ketika didlm kita tinggal masuk dg memberikan bukti payment. Semoga kedepannya lebih ketata lbh baik lg.",Negative,liburan keluarg mengasikkan anak kota haus hiburan alam htm terjangkau petugas ramah area instagramable didukung kebersihan area wisata didalamnya bikin anak anak betah ohya musim hujan jangan lupa membawa topi payung jas hujan masukan manajemen baiknya htm didlm area hutan diinfokan didepan pintu masuk kali kesana wahana beserta biayanya langsung dibayar didepan didlm tinggal masuk bukti payment semoga kedepannya ketata,0.0
Orchid Forest Cikole,Byk spot yg bagus buat foto2 dan untuk anak2 jg asyik ada tempat untuk bermain anak2,Positive,spot bagus foto anak asyik bermain anak,1.0
Orchid Forest Cikole,"Ok banget sih! Bersih dan terawat. Banyak spot foto lucu juga yg bikin dia beda sama hutan pinus lainnya. Ada shuttle juga untuk kembali ke tempat parkir. Harga tiket masuk standar, tapi sayang ada bbrp spot di dalam yg kalo mau masuk harus bayar lagi ð â¦",Positive,ok banget bersih terawat spot foto lucu bikin beda hutan pinus shuttle parkir harga tiket masuk standar sayang spot kalo masuk bayar ð â,1.0
Orchid Forest Cikole,"Pemandangan yang bagus, nyaman dan bersih tempatnya.. Untuk berwisata sangat di rekomendasikan, kemudahan dalam berwisata.",Positive,pemandangan bagus nyaman bersih tempatnya berwisata rekomendasikan kemudahan berwisata,1.0
Orchid Forest Cikole,"Wisata alam yg terletak dilembang, tempatnya masih baru, berupa hutan pinus dan bbrp spot foto. Bagi yg membawa kendaraan bisa langsung ke atas, bagi yg tidak membawa kendaraan ada shuttle antar jemput penumpang. Harga tiket per org 35rb, tiket bisa ditukarkan dengan air mineral 350ml. Untuk berfoto dijembatan dan flyng fox dikenakan biaya tambahan sebesar 20rb, tersedia tempat makan dengan harga variatif. Untuk spot foto hanya sedikit, perlu perbaikan dan penambahan spot fotonya agar lebih banyak dan lebih menarik.",Negative,wisata alam terletak dilembang tempatnya hutan pinus spot foto membawa kendaraan langsung tidak membawa kendaraan shuttle jemput penumpang harga tiket orang ribu tiket ditukarkan air mineral ml berfoto dijembatan flyng fox dikenakan biaya tambahan ribu tersedia makan harga variatif spot foto perbaikan penambahan spot fotonya menarik,0.0
Orchid Forest Cikole,Kerennn tempatnya mushola toilet banyak dan bersih,Positive,keren tempatnya mushola toilet bersih,1.0
Orchid Forest Cikole,"cuma 35 ribu rupiah per orang, sudah puas jelajah kebun orchid yang indah, di dalam nya tuh luas banget
toliet nya dimana2 dan bersih
ada tolilet jongkok dan duduk tinggal pilih jd tidak usah khawatir dan GRATIS toiletnya

jadi didalam luas jalannya menurun klo dari atas nanti kalau sudah sampe bawah ada transportasi GRATIS untuk keatas kalo kalian capek mau balik lagi ke atas jalan kaki

sejuk dan indah pokoknya
ada rumah kelinci, kalian bisa main sama kelinci bareng disana
klo mah kasih makan bayar 8 ribu rupiah aja!

disana juga ada bazar tanaman anggret
ada kaktus, anggrek dan macem2 bibit yg kalian mau beli buat menghias rumah anda",Positive,ribu rupiah orang puas jelajah kebun orchid indah tuh luas banget toliet dimana bersih tolilet jongkok duduk tinggal pilih tidak khawatir gratis toiletnya didalam luas jalannya menurun kalo transportasi gratis keatas kalo capek jalan kaki sejuk indah pokoknya rumah kelinci main kelinci bareng disana kalo mah kasih makan bayar ribu rupiah disana bazar tanaman anggret kaktus anggrek bibit beli menghias rumah,1.0
Orchid Forest Cikole,Sy sampai pas malam hari  tmpt oke buat foto2 dan santai dan ada kendaraan gratis u/ kita balik ke tempat parkir setelah lelah jalan2 mengelilingi tempat ini pokonya rekomendasi banget,Positive,pas malam oke foto santai kendaraan gratis lu parkir lelah jalan mengelilingi pokoknya rekomendasi banget,1.0
Orchid Forest Cikole,"Tempat asik jalan2 bersama kluarga, teman, pacar di daerah cikole bandung. Ga jauh dari lembang.

Biaya masuk 35rb ini hari senin , mngkin klo weekend bisa lebih mahal. Dengan segitu dpt air minum d pintu kluar, tiket masuk, mobil dari bawah ke atas area parkir, spot foto. Untuk makan ya bayar lagi lahhhh...

Bagus bgt utk spot foto, karena view nya ada pohon pinus, bunga2 yg langka, dan pemandangan yg luar biasa

Kunjungin dehh biar percaya hehe...ð",Positive,asik jalan keluarga teman pacar daerah cikole bandung lembang biaya masuk ribu senin kalo weekend mahal segitu air minum pintu tiket masuk mobil area parkir spot foto makan ya bayar lahhhh bagus banget spot foto view pohon pinus bunga langka pemandangan kunjungi deh biar percaya hehe ð,1.0
Orchid Forest Cikole,"Dg harga tiket murah tapi bnyak yg bisa di nikmati disana, worth it sih",Positive,harga tiket murah nikmati disana worth,1.0
Orchid Forest Cikole,"Yang bosan wisata indoor di cafe-cafe Instagramable, tempat ini bisa jadi salah satu tempat yang wajib dikunjungi. Tempatnya disekitaran Lembang Cikole. Maaf yah kalau tempatnya ga begitu tepat.

Tiket masuk di Orchid forest Cikole ini kalau ga salah 20rb atau 30rb/orang. Disini disuguhkan pemandangan hutan yang indah. Sebaiknya yang mau ke sini pakai sepatu yang nyaman karena bila Inging keliling lumayan luas sih. Butuh banyak tenaga. Ada banyak lokasi atau spot foto disini. Yang bawa anak-anak bisa main di rabbit castlenya. Ada juga castlenya tapi aku lupa namanya, berbayar tapi kalau mau masuk.  Disini selain untuk liburan bisa jadi tempat edukasi juga buat anak. Ada banyak jenis-jenis bunga ditempat ini.

Kemaren aku pergi weekdays jadi ga begitu banyak orang. Untung juga ada akang penjaga yang baik mau fotoin (*maklum aku solo traveling).

Oh iya di pintu keluar kita dikasi 1 botol air mineral, dan disediakan shuttle bus untuk naik kembali ke atas ditempat parkir dekat pintu masuk.",Positive,bosan wisata indoor cafe cafe instagramable salah wajib dikunjungi tempatnya disekitaran lembang cikole maaf ya tempatnya tiket masuk orchid forest cikole salah ribu ribu orang disuguhkan pemandangan hutan indah pakai sepatu nyaman inging keliling lumayan luas butuh tenaga lokasi spot foto bawa anak anak main rabbit castlenya castlenya lupa namanya berbayar masuk liburan edukasi anak jenis jenis bunga ditempat kemarin pergi weekdays orang untung akang penjaga memfoto maklum solo traveling oh iya pintu dikasi botol air mineral disediakan shuttle bus ditempat parkir pintu masuk,1.0
Orchid Forest Cikole,"Tempat yang bagus untuk mencari spot foto dan bermain bersama keluarga, pasangan dan teman. Tempat ini sangat luas sekali.  Bisa jg loh dipakai untuk sewa menjadi tempat wedding.  Untuk tiket masuk saat ini per orng harga 30rb.",Positive,bagus mencari spot foto bermain keluarga pasangan teman luas loh dipakai sewa wedding tiket masuk orang harga ribu,1.0
Orchid Forest Cikole,"Hijauu bangett, luas banget, ada flying fox, ada tmpt makan juga semacam foodcourt gtu , tp susah sinyal bgt disinii , kalau hujan tuh susah deh mau balik ke parkiran mobil , tp ada shuttle sih dari pintu keluar ke tempat parkiran",Negative,hijauu banget luas banget flying fox makan foodcourt susah sinyal banget disinii hujan tuh susah deh parkiran mobil shuttle pintu parkiran,0.0
Orchid Forest Cikole,Sejuk nyaman tapi sayang daerah lembang sering macetos teruss jd capek dijalan. Tapi tempatnya bagus banget,Positive,sejuk nyaman sayang daerah lembang macetos capek dijalan tempatnya bagus banget,1.0
Orchid Forest Cikole,"Jalan2 ke Bandung jgn lupa pulang dr Tangkuban Prahu mampir ke tempat ini.

Rada bingung pas mau masuk areanya. Setelah beli tiket di gerbang masuk, lurus trs smp di area Parkir A. Masuk ke lokasi parkir, nanti ada pintu masuknya lg. Masuknya dr atas, kluarnya di bwh, dikasih fasilitas bis antar utk kembali ke area parkir A.

Disarankan gunakan sepatu ya. Karena lumayan pegel jalanan menurun. Jangan lupa bawa uang. Krn bbrp tempat berbayar. Bodonya wkt itu, dompet ditinggal di mobil. Alhasil cuma nyenengin mata aja liat yg ijo2.

Area anggreknya spooky, serem. Gada hujan atau angin, daun goyang sendiri. Ga nyaman berasa ada yg liatin. Ada kuda jg klo2 mu foto2 ya. Ya tp krn dompet ditinggal, say bye2 aja.",Negative,jalan bandung jangan lupa pulang tangkuban prahu mampir rada bingung pas masuk areanya beli tiket gerbang masuk lurus area parkir a masuk lokasi parkir pintu masuknya masuknya kluarnya bwh dikasih fasilitas bis area parkir a disarankan sepatu ya lumayan pegel jalanan menurun jangan lupa bawa uang berbayar bodonya dompet ditinggal mobil alhasil menyenangkan mata lihat ijo area anggreknya spooky seram enggak ada hujan angin daun goyang nyaman berasa perlihatkan kuda kalo mu foto ya ya dompet ditinggal sayang bye,0.0
Orchid Forest Cikole,"Menjadi lebih bagus, lebih lengkap, lebih bersih dari kunjungan kami sebelumnya 1 tahun yang lalu. Fasilitasnya semakin lengkap dan menarik. Tempat yang sangat nyaman untuk liburan bersama keluarga. Food court dan restorannya juga semakin banyak dengan citarasa yang lezat.",Positive,bagus lengkap bersih kunjungan fasilitasnya lengkap menarik nyaman liburan keluarga food court restorannya citarasa lezat,1.0
Orchid Forest Cikole,"Spot foto nya banyak banget, view siang & sorenya indah dengan udara sejuknya  Cikole. Betah buat lama-lama disini. Sayangnya pas kesini lg hujan jadi sebentar doang disini nya. Recomended buat yg suka foto & selfie.",Positive,spot foto banget view siang sorenya indah udara sejuknya cikole betah sayangnya pas kesini hujan sebentar doang recomended suka foto selfie,1.0
Orchid Forest Cikole,"Tempatnya bagus buat foto-foto, fasilitas lumayan lengkap, hanya saja masih ada arena yang belum selesai, maklum masih baru. Tapi sepertinya akan jadi lebih bagus lagi",Positive,tempatnya bagus foto foto fasilitas lumayan lengkap arena selesai maklum bagus,1.0
Orchid Forest Cikole,"tempat sejuk, luas banget banyak spot foto, untuk kembali ke parkiran setelah berjalan jauh dapat menggunakan armada yang sudah disediakan dan gratis",Positive,sejuk luas banget spot foto parkiran berjalan armada disediakan gratis,1.0
